week_offset,is_pre_period,coefficient,se_cluster_robust,t_stat,p_value_approx
-4,True,0.938201309267,0.367691118233,2.55160177318,0.0107229001689
-3,True,0.973987183469,0.335040815016,2.90707024284,0.00364831264017
-2,True,0.428156260689,0.350802926599,1.22050367379,0.222273997715
0,False,0.773369205696,0.330801778164,2.33786290384,0.0193943611822
1,False,0.325692812162,0.332322868746,0.98004935198,0.32706175817
2,False,0.701214331304,0.35119922123,1.99662837762,0.0458655677903
3,False,0.615820413531,0.421102493652,1.46240030115,0.143631546968
