week_offset_vs_reference_minus1,n_observations,interaction_coefficient,interaction_se,t_stat,p_value_approx
-4,7966,1.0933868967,0.412588517894,2.65006622647,0.00804759941232
-3,8136,1.15832176806,0.412662184927,2.80694914719,0.00500131362745
-2,8456,0.667744776777,0.394188977485,1.69397120396,0.0902707550935
