treated_pre_mean,treated_post_mean,treated_change,control_pre_mean,control_post_mean,control_change,att_2x2,se_event_cluster_bootstrap,t_stat,p_value_approx
9.74836344863,9.21657881137,-0.531784637262,9.5897691703,10.014993849,0.425224678749,-0.957009316011,0.185040531049,-5.17189023716,2.31737704078e-07
