model,n_features_v1,v1_rmse,v1_spearman,v1_plus_shares_rmse,v1_plus_shares_spearman,v1_plus_shares_pct_improvement,lean_raw_rmse,lean_raw_spearman,lean_raw_pct_improvement,lean_shares_rmse,lean_shares_spearman,lean_shares_pct_improvement
elastic_net_total,44,59.09439391742609,0.7220423026633035,59.07015707687413,0.7222423417114887,0.00041013772957590103,59.3303322471387,0.7212847943767537,-0.003992567045230923,59.126645530304714,0.7229004254560136,-0.0005457643397390735
ridge_total,44,59.111321333414026,0.721591089945738,59.10256118973303,0.7216750728466836,0.00014819739236725347,59.33921593973142,0.7210780921593684,-0.0038553461701856637,59.13517637450625,0.7225730533615065,-0.0004035612900221399
random_forest_total,44,59.60825901238388,0.7107037182423755,59.56973119029219,0.7107480305332716,0.0006463504005995235,59.506480978315714,0.7091289367826865,0.0017074485273428867,59.37360494939651,0.7097375450986734,0.003936603196859414
two_stage_hist_gradient_boosting,44,60.217725326531514,0.7070252965888345,60.525316253084895,0.7067361193614025,-0.0051079798329389655,59.76372778263442,0.710994553825661,0.007539267573381211,60.428811583058724,0.7079040827473364,-0.0035053840938459838
hist_gradient_boosting_total,44,61.22093152622378,0.7083723635808555,61.01054301959911,0.7083330959157855,0.0034365453347365085,61.325063791574856,0.7084753837638889,-0.0017009258558320273,61.18777107680063,0.7060679152679129,0.0005416521538707022
current_year_baseline,44,67.04274711465342,0.696314505173317,67.04274711465342,0.696314505173317,0.0,67.04274711465342,0.696314505173317,0.0,67.04274711465342,0.696314505173317,0.0
