method,n,rmse,mae,mean_actual,mean_prediction,bias,skill_vs_pooled
two_stage_structured,21778,6.40617786424,4.93099790331,6.83117549821,8.92983111925,2.09865562104,-0.097590576967
two_stage_structured_shrunk_eff,21778,6.27835905427,4.86443046993,6.83117549821,8.75832639571,1.92715089751,-0.0756909787427
pooled_hgb_wrte_only,21778,5.8365824185,4.26094553877,6.83117549821,6.91281469989,0.081639201682,0
