player_id,player_display_name,position,primary_team_2025,teams_2025,games_played_2025,age_2025,years_exp_2025,draft_number,fantasy_points_ppr_2025,fantasy_points_ppr_per_game_2025,targets_2025,receptions_2025,carries_2025,value_score,predicted_2026_fantasy_points_ppr,predicted_2026_games_played,predicted_2026_ppr_per_game,projection_change_from_2025,projection_change_label,prediction_interval_low,prediction_interval_high,prediction_uncertainty,model_disagreement,fantasy_overall_rank,fantasy_position_rank,predicted_2026_overall_percentile,predicted_2026_position_percentile,fantasy_projection_tier,usage_profile,breakout_potential,slump_potential,draft_board_bucket,confidence_score,confidence_level,selected_model,selected_model_label,model_selection_reason,fantasy_note,fantasy_explanation
00-0039075,Puka Nacua,WR,LA,LA,16,24,2,177,375,23.4375,166,129,10,6.05717567075,309.359435176,14.7534227609,18.8333353203,-65.6405648237,Projected regression,229.225274419,389.493595933,62.6048130915,20.6691855125,1,1,1,1,Elite Fantasy Profile,Alpha WR target volume,Low,High,Regression Watch,43.6,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 309.4 PPR points vs 375.0 in 2025 (-65.6). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.8 projected games at 18.8 PPR/game. Reasonable model range: 229-389 PPR.
00-0039851,Drake Maye,QB,NE,NE,17,23,1,3,351.96,20.7035294118,1,1,103,3.04598275684,304.494317125,13.6385974325,20.8865027953,-47.465682875,Projected regression,225.017396357,383.971237893,62.0913443504,19.0574828025,2,1,0.99801980198,1,Elite Fantasy Profile,QB with meaningful rushing volume,Low,Medium,Elite Upside,40.3,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 304.5 PPR points vs 352.0 in 2025 (-47.5). Usage: QB with meaningful rushing volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.6 projected games at 20.9 PPR/game. Reasonable model range: 225-384 PPR.
00-0038543,Jaxon Smith-Njigba,WR,SEA,SEA,17,23,2,20,359.9,21.1705882353,163,119,7,4.23976047752,300.227798481,14.2758553086,18.5844817513,-59.6722015192,Projected regression,216.126905876,384.328691086,65.7038223475,28.7201127888,3,2,0.99603960396,0.995145631068,Elite Fantasy Profile,Alpha WR target volume,Low,Medium,Elite Upside,43.3,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 300.2 PPR points vs 359.9 in 2025 (-59.7). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.3 projected games at 18.6 PPR/game. Reasonable model range: 216-384 PPR.
00-0038542,Bijan Robinson,RB,ATL,ATL,17,23,2,8,370.8,21.8117647059,103,79,287,1.59509738703,299.125182964,13.4551055571,19.913036445,-71.6748170356,Projected regression,208.842730783,389.407635146,70.533165767,38.5068835489,4,1,0.994059405941,1,Elite Fantasy Profile,Three-down RB usage,Low,High,Regression Watch,42.9,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 299.1 PPR points vs 370.8 in 2025 (-71.7). Usage: Three-down RB usage. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.5 projected games at 19.9 PPR/game. Reasonable model range: 209-389 PPR.
00-0034857,Josh Allen,QB,BUF,BUF,16,29,7,7,364.62,22.78875,0,0,112,1.79268545415,297.48066347,15.3321494852,21.7520551067,-67.1393365297,Projected regression,217.558023687,377.403303253,62.4395623306,20.1631235569,5,2,0.992079207921,0.983870967742,Elite Fantasy Profile,QB with meaningful rushing volume,Low,High,Regression Watch,56.7,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 297.5 PPR points vs 364.6 in 2025 (-67.1). Usage: QB with meaningful rushing volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 15.3 projected games at 21.8 PPR/game. Reasonable model range: 218-377 PPR.
00-0036900,Ja'Marr Chase,WR,CIN,CIN,16,25,4,5,313.6,19.6,185,125,3,1.63291958898,282.231383012,13.7353769546,17.6535190705,-31.3686169879,Projected regression,201.062297385,363.400468639,63.4133481459,23.0022896819,6,3,0.990099009901,0.990291262136,Elite Fantasy Profile,Alpha WR target volume,Low,Medium,Core Starter,55.2,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 282.2 PPR points vs 313.6 in 2025 (-31.4). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.7 projected games at 17.7 PPR/game. Reasonable model range: 201-363 PPR.
00-0039139,Jahmyr Gibbs,RB,DET,DET,17,23,2,12,366.9,21.5823529412,94,77,243,1.65897382551,280.738719951,13.0550459159,18.4914041018,-86.1612800486,Projected regression,192.554663968,368.922775935,68.8937937371,35.4147910204,7,2,0.988118811881,0.992125984252,Elite Fantasy Profile,Three-down RB usage,Low,High,Regression Watch,42.9,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 280.7 PPR points vs 366.9 in 2025 (-86.2). Usage: Three-down RB usage. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.1 projected games at 18.5 PPR/game. Reasonable model range: 193-369 PPR.
00-0033280,Christian McCaffrey,RB,SF,SF,17,29,8,8,416.6,24.5058823529,129,102,311,1.90629848872,268.921501629,10.9028419911,15.0545640051,-147.678498371,Projected regression,166.477642744,371.365360513,80.0342647539,53.9753290145,8,3,0.986138613861,0.984251968504,Elite Fantasy Profile,Three-down RB usage,Low,High,Regression Watch,55,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 268.9 PPR points vs 416.6 in 2025 (-147.7). Usage: Three-down RB usage. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 10.9 projected games at 15.1 PPR/game. Reasonable model range: 166-371 PPR.
00-0036963,Amon-Ra St. Brown,WR,DET,DET,17,26,4,112,324,19.0588235294,172,117,3,2.40990660281,266.122110541,14.0034385518,16.9482851349,-57.8778894587,Projected regression,188.701798073,343.54242301,60.4846191161,12.8934773104,9,4,0.984158415842,0.985436893204,Elite Fantasy Profile,Alpha WR target volume,Low,Medium,Core Starter,63.5,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 266.1 PPR points vs 324.0 in 2025 (-57.9). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.0 projected games at 16.9 PPR/game. Reasonable model range: 189-344 PPR.
00-0039732,Bo Nix,QB,DEN,DEN,17,25,1,12,304.84,17.9317647059,1,0,83,1.06723649558,265.92210315,14.8575810745,19.1147874765,-38.9178968503,Projected regression,189.278266145,342.565940154,59.8779976596,9.65542392927,10,3,0.982178217822,0.967741935484,Elite Fantasy Profile,QB with meaningful rushing volume,Low,Medium,Core Starter,50.2,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 265.9 PPR points vs 304.8 in 2025 (-38.9). Usage: QB with meaningful rushing volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.9 projected games at 19.1 PPR/game. Reasonable model range: 189-343 PPR.
00-0039918,Caleb Williams,QB,CHI,CHI,17,24,1,1,318.18,18.7164705882,2,2,77,0.611112087055,258.363165619,13.2620066851,18.9956269478,-59.8168343815,Projected regression,180.121348557,336.60498268,61.1264195796,15.6298361526,11,4,0.980198019802,0.951612903226,Elite Fantasy Profile,QB with meaningful rushing volume,Low,Medium,Elite Upside,42.5,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 258.4 PPR points vs 318.2 in 2025 (-59.8). Usage: QB with meaningful rushing volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.3 projected games at 19.0 PPR/game. Reasonable model range: 180-337 PPR.
00-0039040,De'Von Achane,RB,MIA,MIA,16,24,2,84,322.8,20.175,85,67,238,0.696661605314,256.844610026,13.9647302198,16.9097291155,-65.9553899736,Projected regression,180.041288843,333.64793121,60.0025946743,10.4001911129,12,4,0.978217821782,0.976377952756,Elite Fantasy Profile,Three-down RB usage,Low,High,Regression Watch,52.5,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 256.8 PPR points vs 322.8 in 2025 (-66.0). Usage: Three-down RB usage. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.0 projected games at 16.9 PPR/game. Reasonable model range: 180-334 PPR.
00-0037744,Trey McBride,TE,ARI,ARI,17,26,3,55,315.9,18.5823529412,169,126,0,4.42287966837,253.084877798,14.686912373,15.7984086802,-62.8151222016,Projected regression,172.149971443,334.019784154,63.2303955904,22.4930107822,13,1,0.976237623762,1,Elite Fantasy Profile,High-volume receiving TE,Low,High,Regression Watch,51.1,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 253.1 PPR points vs 315.9 in 2025 (-62.8). Usage: High-volume receiving TE. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.7 projected games at 15.8 PPR/game. Reasonable model range: 172-334 PPR.
00-0033106,Jared Goff,QB,DET,DET,17,31,9,1,297.06,17.4741176471,0,0,19,1.45110858335,251.783700802,15.8799180541,17.1357730627,-45.2762991979,Projected regression,175.05391162,328.513489985,59.9451477988,10.0634662098,14,5,0.974257425743,0.935483870968,Elite Fantasy Profile,QB production profile,Low,Medium,Core Starter,67.8,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 251.8 PPR points vs 297.1 in 2025 (-45.3). Usage: QB production profile. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 15.9 projected games at 17.1 PPR/game. Reasonable model range: 175-329 PPR.
00-0033873,Patrick Mahomes,QB,KC,KC,14,30,8,10,285.68,20.4057142857,1,1,64,1.55276013114,245.743582943,14.1042361438,17.3078327893,-39.9364170573,Projected regression,169.910059805,321.57710608,59.2449399512,4.22084320346,15,6,0.972277227723,0.91935483871,Elite Fantasy Profile,QB production profile,Low,Medium,Core Starter,81.9,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range; high 2025 fantasy production,Projects 245.7 PPR points vs 285.7 in 2025 (-39.9). Usage: QB production profile. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.1 projected games at 17.3 PPR/game. Reasonable model range: 170-322 PPR.
00-0036389,Jalen Hurts,QB,PHI,PHI,16,27,5,53,301.06,18.81625,0,0,105,0.67501714551,243.864694507,14.1373564843,18.478104075,-57.1953054934,Projected regression,166.801205252,320.928183761,60.2058509798,11.5150814039,16,7,0.970297029703,0.903225806452,Elite Fantasy Profile,QB with meaningful rushing volume,Low,Medium,Core Starter,62.9,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 243.9 PPR points vs 301.1 in 2025 (-57.2). Usage: QB with meaningful rushing volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.1 projected games at 18.5 PPR/game. Reasonable model range: 167-321 PPR.
00-0036223,Jonathan Taylor,RB,IND,IND,17,26,5,41,362.3,21.3117647059,55,46,323,2.76212259159,243.580348629,12.0921807293,21.5073831085,-118.719651371,Projected regression,166.775267804,320.385429454,60.0039693942,10.4081194553,17,5,0.968316831683,0.968503937008,Elite Fantasy Profile,Three-down RB usage,Low,High,Regression Watch,66.7,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 243.6 PPR points vs 362.3 in 2025 (-118.7). Usage: Three-down RB usage. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 12.1 projected games at 21.5 PPR/game. Reasonable model range: 167-320 PPR.
00-0026498,Matthew Stafford,QB,LA,LA,17,37,16,1,350.38,20.6105882353,0,0,29,1.95380387721,241.307264225,12.9027568053,16.8497747618,-109.072735775,Projected regression,160.955796454,321.658731996,62.7745841958,21.1778428667,18,8,0.966336633663,0.887096774194,Strong Starter,QB production profile,Low,High,Regression Watch,57.8,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 241.3 PPR points vs 350.4 in 2025 (-109.1). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 12.9 projected games at 16.8 PPR/game. Reasonable model range: 161-322 PPR.
00-0036971,Trevor Lawrence,QB,JAX,JAX,17,26,4,1,338.18,19.8929411765,0,0,82,0.924746100982,240.532937209,11.1561549127,18.4887543549,-97.6470627909,Projected regression,160.496549862,320.569324556,62.5284276148,20.436654998,19,9,0.964356435644,0.870967741935,Strong Starter,QB with meaningful rushing volume,Low,High,Regression Watch,58,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 240.5 PPR points vs 338.2 in 2025 (-97.6). Usage: QB with meaningful rushing volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 11.2 projected games at 18.5 PPR/game. Reasonable model range: 160-321 PPR.
00-0036355,Justin Herbert,QB,LAC,LAC,16,27,5,6,286.88,17.93,0,0,83,0.316009327828,240.459338463,14.1638688192,17.5838822422,-46.420661537,Projected regression,164.595592506,316.32308442,59.2685515289,4.54024315049,20,10,0.962376237624,0.854838709677,Strong Starter,QB with meaningful rushing volume,Low,Medium,Slump Watch,83.4,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range; high 2025 fantasy production,Projects 240.5 PPR points vs 286.9 in 2025 (-46.4). Usage: QB with meaningful rushing volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.2 projected games at 17.6 PPR/game. Reasonable model range: 165-316 PPR.
00-0037247,George Pickens,WR,DAL,DAL,17,24,3,52,291.9,17.1705882353,137,93,0,4.13508291966,240.144393896,14.1857779996,15.6609349456,-51.7556061039,Projected regression,162.829938208,317.458849584,60.4019185062,12.4997746686,21,5,0.960396039604,0.980582524272,Elite Fantasy Profile,Alpha WR target volume,Low,Medium,Core Starter,57.7,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 240.1 PPR points vs 291.9 in 2025 (-51.8). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.2 projected games at 15.7 PPR/game. Reasonable model range: 163-317 PPR.
00-0037248,James Cook,RB,BUF,BUF,17,26,3,63,302.2,17.7764705882,40,33,309,1.58765251864,239.723405454,14.0925739136,16.5194975636,-62.476594546,Projected regression,162.524162248,316.92264866,60.3119087545,12.0573191525,22,6,0.958415841584,0.96062992126,Elite Fantasy Profile,Rush-volume RB,Low,High,Regression Watch,58,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 239.7 PPR points vs 302.2 in 2025 (-62.5). Usage: Rush-volume RB. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.1 projected games at 16.5 PPR/game. Reasonable model range: 163-317 PPR.
00-0036264,Jordan Love,QB,GB,GB,15,27,5,26,235.14,15.676,0,0,47,2.03571036532,237.769125876,13.8366269947,15.0855461289,2.62912587605,Similar to 2025,154.662784896,320.875466856,64.9268288903,26.8950872333,23,11,0.956435643564,0.838709677419,Strong Starter,QB production profile,Low,Low,Stable Option,52.5,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 237.8 PPR points vs 235.1 in 2025 (+2.6). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.8 projected games at 15.1 PPR/game. Reasonable model range: 155-321 PPR.
00-0034855,Baker Mayfield,QB,TB,TB,17,30,7,1,271.92,15.9952941176,0,0,55,0.398990037273,234.237715682,14.5795792344,15.7289974831,-37.6822843182,Projected regression,151.191775209,317.283656154,64.879640994,26.7809712863,24,12,0.954455445545,0.822580645161,Strong Starter,QB production profile,Low,Medium,Slump Watch,56.2,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 234.2 PPR points vs 271.9 in 2025 (-37.7). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.6 projected games at 15.7 PPR/game. Reasonable model range: 151-317 PPR.
00-0034796,Lamar Jackson,QB,BAL,BAL,13,28,7,32,214.86,16.5276923077,0,0,67,0.443745711171,227.064343853,13.8012844232,18.7303281657,12.2043438528,Similar to 2025,149.736827106,304.391860599,60.4121224581,12.5489898966,25,13,0.952475247525,0.806451612903,Strong Starter,QB production profile,Low,Low,Stable Option,56.7,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 227.1 PPR points vs 214.9 in 2025 (+12.2). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.8 projected games at 18.7 PPR/game. Reasonable model range: 150-304 PPR.
00-0033077,Dak Prescott,QB,DAL,DAL,17,32,9,135,313.78,18.4576470588,0,0,53,1.67480518463,217.892752545,13.7667343668,14.6810797442,-95.8872474549,Projected regression,141.432336929,294.353168161,59.7346997002,8.72278371915,26,14,0.950495049505,0.790322580645,Strong Starter,QB production profile,Low,High,Regression Watch,70.4,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range; high 2025 fantasy production,Projects 217.9 PPR points vs 313.8 in 2025 (-95.9). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.8 projected games at 14.7 PPR/game. Reasonable model range: 141-294 PPR.
00-0034869,Sam Darnold,QB,SEA,SEA,17,28,7,3,235.42,13.8482352941,0,0,35,0.875647139678,214.579127875,14.186091096,14.8334345192,-20.840872125,Similar to 2025,137.891584686,291.266671064,59.9121431162,9.86496326969,27,15,0.948514851485,0.774193548387,Strong Starter,QB production profile,Low,Low,Stable Option,68.6,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 214.6 PPR points vs 235.4 in 2025 (-20.8). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.2 projected games at 14.8 PPR/game. Reasonable model range: 138-291 PPR.
00-0039163,C.J. Stroud,QB,HOU,HOU,14,24,2,2,208.54,14.8957142857,0,0,48,0.896417666046,214.214441231,13.2819480595,14.1099434045,5.67444123123,Similar to 2025,136.009216965,292.419665498,61.0978314581,15.5176549909,28,16,0.946534653465,0.758064516129,Strong Starter,QB production profile,Low,Low,Volatile Depth,43.5,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 214.2 PPR points vs 208.5 in 2025 (+5.7). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.3 projected games at 14.1 PPR/game. Reasonable model range: 136-292 PPR.
00-0039064,Zay Flowers,WR,BAL,BAL,17,25,2,22,243.3,14.3117647059,118,86,10,2.02389384888,205.654751869,14.3857984639,12.6319169561,-37.6452481309,Projected regression,127.040678315,284.268825424,61.4172449644,16.7311262785,29,6,0.944554455446,0.97572815534,Elite Fantasy Profile,Regular WR target volume,Low,Medium,Core Starter,48,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 205.7 PPR points vs 243.3 in 2025 (-37.6). Usage: Regular WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.4 projected games at 12.6 PPR/game. Reasonable model range: 127-284 PPR.
00-0036358,CeeDee Lamb,WR,DAL,DAL,13,26,5,17,200.9,15.4538461538,117,75,1,0.957098837705,203.882838937,13.0211584493,15.9594546536,2.98283893679,Similar to 2025,127.537647431,280.228030443,59.6446808641,8.08335097051,30,7,0.942574257426,0.970873786408,Elite Fantasy Profile,Regular WR target volume,Low,Low,Core Starter,65.5,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production,Projects 203.9 PPR points vs 200.9 in 2025 (+3.0). Usage: Regular WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.0 projected games at 16.0 PPR/game. Reasonable model range: 128-280 PPR.
00-0032764,Derrick Henry,RB,BAL,BAL,17,31,9,45,279.5,16.4411764706,21,15,307,0.908327735285,198.854090777,14.3453658085,14.440282803,-80.6459092234,Projected regression,122.948171124,274.760010429,59.3014997288,4.95181558826,31,7,0.940594059406,0.952755905512,Elite Fantasy Profile,Rush-volume RB,Low,High,Regression Watch,83.3,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range; high 2025 fantasy production,Projects 198.9 PPR points vs 279.5 in 2025 (-80.6). Usage: Rush-volume RB. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.3 projected games at 14.4 PPR/game. Reasonable model range: 123-275 PPR.
00-0040691,Jaxson Dart,QB,NYG,NYG,14,22,0,25,241.58,17.2557142857,0,0,86,0.496273904211,196.168429252,14.6855039952,17.9169537367,-45.4115707475,Projected regression,105.015175982,287.321682523,71.2134791175,39.7393031588,32,17,0.938613861386,0.741935483871,Starter/Flex,QB with meaningful rushing volume,Low,Medium,Slump Watch,25,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 196.2 PPR points vs 241.6 in 2025 (-45.4). Usage: QB with meaningful rushing volume. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 14.7 projected games at 17.9 PPR/game. Reasonable model range: 105-287 PPR.
00-0037840,Kyren Williams,RB,LA,LA,17,25,3,164,263.3,15.4882352941,50,36,259,1.52091812456,195.82680647,13.4020820479,14.0724960434,-67.4731935302,Projected regression,119.798458358,271.855154582,59.3971469625,5.98946365052,33,8,0.936633663366,0.944881889764,Elite Fantasy Profile,Rush-volume RB,Low,High,Regression Watch,72.5,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range; high 2025 fantasy production,Projects 195.8 PPR points vs 263.3 in 2025 (-67.5). Usage: Rush-volume RB. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.4 projected games at 14.1 PPR/game. Reasonable model range: 120-272 PPR.
00-0037239,Chris Olave,WR,NO,NO,16,25,3,11,268,16.75,156,100,1,1.25547529952,194.761200626,12.7866673191,14.0073717407,-73.2387993736,Projected regression,118.56902652,270.953374733,59.5251360206,7.14803649992,34,8,0.934653465347,0.966019417476,Elite Fantasy Profile,Alpha WR target volume,Low,High,Regression Watch,67.6,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production,Projects 194.8 PPR points vs 268.0 in 2025 (-73.2). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 12.8 projected games at 14.0 PPR/game. Reasonable model range: 119-271 PPR.
00-0037834,Brock Purdy,QB,SF,SF,9,26,3,262,177.38,19.7088888889,0,0,33,1.21068195653,194.27021907,10.5849702008,19.6867558537,16.8902190695,Similar to 2025,116.228552825,272.311885314,60.9700517534,15.0066591332,35,18,0.932673267327,0.725806451613,Starter/Flex,QB production profile,Low,Low,Volatile Depth,41.1,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 194.3 PPR points vs 177.4 in 2025 (+16.9). Usage: QB production profile. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 10.6 projected games at 19.7 PPR/game. Reasonable model range: 116-272 PPR.
00-0037238,Drake London,WR,ATL,ATL,12,24,3,8,201.9,16.825,112,68,0,0.747225274327,194.157212615,14.4243041995,15.8095472238,-7.74278738479,Similar to 2025,115.899357595,272.415067635,61.1389492343,15.6787665654,36,9,0.930693069307,0.961165048544,Elite Fantasy Profile,Regular WR target volume,Low,Low,Core Starter,46.1,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 194.2 PPR points vs 201.9 in 2025 (-7.7). Usage: Regular WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.4 projected games at 15.8 PPR/game. Reasonable model range: 116-272 PPR.
00-0037240,Jameson Williams,WR,DET,DET,17,24,3,12,219.9,12.9352941176,102,65,6,2.33421814186,193.391579199,13.7722138689,12.3926596699,-26.5084208006,Similar to 2025,116.62848881,270.154669589,59.9711643668,10.2172972475,37,10,0.928712871287,0.956310679612,Elite Fantasy Profile,Regular WR target volume,Low,Low,Core Starter,60.9,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 193.4 PPR points vs 219.9 in 2025 (-26.5). Usage: Regular WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.8 projected games at 12.4 PPR/game. Reasonable model range: 117-270 PPR.
00-0036554,Nico Collins,WR,HOU,HOU,15,26,4,89,226.2,15.08,120,71,2,1.62250487013,192.938896031,13.8978758024,15.5155376314,-33.2611039687,Projected regression,116.320498007,269.557294056,59.8581234566,9.53139818079,38,11,0.926732673267,0.95145631068,Elite Fantasy Profile,Alpha WR target volume,Low,Medium,Core Starter,65.5,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 192.9 PPR points vs 226.2 in 2025 (-33.3). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.9 projected games at 15.5 PPR/game. Reasonable model range: 116-270 PPR.
00-0038597,Chase Brown,RB,CIN,CIN,17,25,2,163,282.6,16.6235294118,88,69,232,-0.872528969837,192.388110277,13.3922737,12.2306167045,-90.2118897232,Projected regression,114.485360008,270.290860546,60.8615236475,14.5594528822,39,9,0.924752475248,0.937007874016,Elite Fantasy Profile,Three-down RB usage,Low,High,Regression Watch,49.3,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 192.4 PPR points vs 282.6 in 2025 (-90.2). Usage: Three-down RB usage. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.4 projected games at 12.2 PPR/game. Reasonable model range: 114-270 PPR.
