player_id,player_display_name,position,primary_team_2025,teams_2025,games_played_2025,age_2025,years_exp_2025,draft_number,fantasy_points_ppr_2025,fantasy_points_ppr_per_game_2025,targets_2025,receptions_2025,carries_2025,value_score,predicted_2026_fantasy_points_ppr,predicted_2026_games_played,predicted_2026_ppr_per_game,projection_change_from_2025,projection_change_label,prediction_interval_low,prediction_interval_high,prediction_uncertainty,model_disagreement,fantasy_overall_rank,fantasy_position_rank,predicted_2026_overall_percentile,predicted_2026_position_percentile,fantasy_projection_tier,usage_profile,breakout_potential,slump_potential,draft_board_bucket,confidence_score,confidence_level,selected_model,selected_model_label,model_selection_reason,fantasy_note,fantasy_explanation
00-0037261,Khalil Shakir,WR,BUF,BUF,16,25,3,148,166.4,10.4,95,72,1,-0.173539789563,132.51874401,13.1572329265,9.65536009785,-33.8812559898,Projected regression,56.6537685333,208.383719487,59.2695120914,4.55276521249,96,38,0.811881188119,0.820388349515,Strong Starter,Regular WR target volume,Medium,Medium,Upside Watch,77,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range,Projects 132.5 PPR points vs 166.4 in 2025 (-33.9). Usage: Regular WR target volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.2 projected games at 9.7 PPR/game. Reasonable model range: 57-208 PPR.
00-0033119,Jacoby Brissett,QB,ARI,ARI,14,33,9,91,227.44,16.2457142857,0,0,38,-0.209011107471,132.273042229,9.27305120778,13.7725299264,-95.1669577715,Projected regression,50.3517534606,214.194330996,64.0010068499,24.5760347765,97,24,0.809900990099,0.629032258065,Starter/Flex,QB production profile,Low,High,Regression Watch,51.3,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 132.3 PPR points vs 227.4 in 2025 (-95.2). Usage: QB production profile. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 9.3 projected games at 13.8 PPR/game. Reasonable model range: 50-214 PPR.
00-0040743,Tyler Shough,QB,NO,NO,11,26,0,40,157.96,14.36,0,0,45,-0.231027526137,132.240456861,10.6692572084,13.2439609961,-25.7195431391,Similar to 2025,54.5000956623,209.98081806,60.7346571865,14.0196715756,98,25,0.807920792079,0.612903225806,Starter/Flex,QB production profile,Low,Low,Volatile Depth,26.5,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 132.2 PPR points vs 158.0 in 2025 (-25.7). Usage: QB production profile. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 10.7 projected games at 13.2 PPR/game. Reasonable model range: 55-210 PPR.
00-0030506,Travis Kelce,TE,KC,KC,17,36,12,63,193.2,11.3647058824,108,76,1,2.06149666964,132.172818311,14.2480133695,8.73072276072,-61.027181689,Projected regression,54.8732671643,209.472369458,60.3902743333,12.4433854553,99,11,0.805940594059,0.909090909091,Elite Fantasy Profile,High-volume receiving TE,Low,Medium,Core Starter,64,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 132.2 PPR points vs 193.2 in 2025 (-61.0). Usage: High-volume receiving TE. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.2 projected games at 8.7 PPR/game. Reasonable model range: 55-209 PPR.
00-0023459,Aaron Rodgers,QB,PIT,PIT,16,42,20,24,227.08,14.1925,1,1,21,0.162250173368,131.520002865,10.186208714,12.3704688752,-95.5599971348,Projected regression,54.6660290397,208.373976691,60.0421670511,10.6261202574,100,26,0.80396039604,0.596774193548,Starter/Flex,QB production profile,Low,High,Regression Watch,64.6,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 131.5 PPR points vs 227.1 in 2025 (-95.6). Usage: QB production profile. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 10.2 projected games at 12.4 PPR/game. Reasonable model range: 55-208 PPR.
00-0038606,Parker Washington,WR,JAX,JAX,16,23,2,185,184.7,11.54375,95,58,7,0.933415891342,131.105534355,13.5055364831,10.9347901372,-53.5944656452,Projected regression,54.8957295754,207.315339134,59.5389099839,7.26184615693,101,39,0.80198019802,0.815533980583,Strong Starter,Regular WR target volume,Medium,Medium,Upside Watch,60.6,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,balanced fantasy profile,Projects 131.1 PPR points vs 184.7 in 2025 (-53.6). Usage: Regular WR target volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.5 projected games at 10.9 PPR/game. Reasonable model range: 55-207 PPR.
00-0034960,Jakobi Meyers,WR,JAX,JAX/LV,16,29,6,,175.8,10.9875,110,75,5,-0.0564680757686,130.551702545,10.4895832994,9.24010114813,-45.2482974549,Projected regression,50.1870912648,210.916313825,62.7848525628,21.2082606278,102,40,0.8,0.81067961165,Strong Starter,Regular WR target volume,Low,Medium,Slump Watch,55.9,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 130.6 PPR points vs 175.8 in 2025 (-45.2). Usage: Regular WR target volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 10.5 projected games at 9.2 PPR/game. Reasonable model range: 50-211 PPR.
00-0040676,Cam Ward,QB,TEN,TEN,17,23,0,1,186.66,10.98,0,0,39,-2.19170791465,130.511575804,14.7969588781,15.0092553863,-56.1484241957,Projected regression,37.6536691298,223.369482479,72.5452395895,42.0792632377,103,27,0.79801980198,0.58064516129,Starter/Flex,QB production profile,Low,Medium,Slump Watch,30.2,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 130.5 PPR points vs 186.7 in 2025 (-56.1). Usage: QB production profile. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 14.8 projected games at 15.0 PPR/game. Reasonable model range: 38-223 PPR.
00-0033090,Hunter Henry,TE,NE,NE,17,31,9,35,178.8,10.5176470588,87,60,0,2.00286997585,128.93200349,14.5931751585,8.99599750349,-49.8679965101,Projected regression,53.117760103,204.746246877,59.229877646,4.00387481022,104,12,0.79603960396,0.9,Elite Fantasy Profile,Regular receiving TE,Low,Medium,Core Starter,88.6,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range,Projects 128.9 PPR points vs 178.8 in 2025 (-49.9). Usage: Regular receiving TE. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.6 projected games at 9.0 PPR/game. Reasonable model range: 53-205 PPR.
00-0036945,Justin Fields,QB,NYJ,NYJ,9,26,4,11,142.66,15.8511111111,1,0,71,-0.548191607258,128.497163822,6.93872969957,14.1210459957,-14.1628361776,Similar to 2025,49.5212392963,207.473088349,61.699941036,17.7407815888,105,28,0.794059405941,0.564516129032,Starter/Flex,QB production profile,Low,Low,Stable Option,45.7,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 128.5 PPR points vs 142.7 in 2025 (-14.2). Usage: QB production profile. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 6.9 projected games at 14.1 PPR/game. Reasonable model range: 50-207 PPR.
00-0036919,Kenneth Gainwell,RB,PIT,PIT,17,26,4,150,221.3,13.0176470588,85,73,114,0.650995646111,128.207979266,14.3333043646,9.41592174574,-93.0920207336,Projected regression,52.0644204743,204.351538059,59.4871553063,6.82453324199,106,26,0.792079207921,0.803149606299,Strong Starter,Receiving-heavy RB,Low,High,Regression Watch,76.5,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range; high 2025 fantasy production,Projects 128.2 PPR points vs 221.3 in 2025 (-93.1). Usage: Receiving-heavy RB. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.3 projected games at 9.4 PPR/game. Reasonable model range: 52-204 PPR.
00-0034351,Dallas Goedert,TE,PHI,PHI,15,30,7,49,185.1,12.34,82,60,0,1.89466117703,128.111253946,14.1163036612,8.68514351347,-56.9887460541,Projected regression,52.2847376041,203.937770288,59.239465892,4.14329901191,107,13,0.790099009901,0.890909090909,Strong Starter,Regular receiving TE,Low,Medium,Slump Watch,84.4,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range,Projects 128.1 PPR points vs 185.1 in 2025 (-57.0). Usage: Regular receiving TE. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.1 projected games at 8.7 PPR/game. Reasonable model range: 52-204 PPR.
00-0039337,Malik Nabers,WR,NYG,NYG,4,22,1,6,57.1,14.275,35,18,0,-0.443025276031,128.099755415,11.6370158482,17.6987300531,70.9997554148,Projected increase,40.9700920524,215.229418777,68.0700495019,33.7843787381,108,41,0.788118811881,0.805825242718,Strong Starter,Limited WR volume,High,Low,Breakout Target,13.8,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,small 2025 sample; low 2025 fantasy baseline; wide projection range,Projects 128.1 PPR points vs 57.1 in 2025 (+71.0). Usage: Limited WR volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 11.6 projected games at 17.7 PPR/game. Reasonable model range: 41-215 PPR.
00-0038563,Tre Tucker,WR,LV,LV,17,24,2,100,161.7,9.51176470588,92,57,11,0.565483143909,127.137145055,14.128871656,9.55619739602,-34.5628549453,Projected regression,51.2226976619,203.051592448,59.3081620256,5.0309731057,109,42,0.786138613861,0.800970873786,Strong Starter,Regular WR target volume,Medium,Medium,Upside Watch,70.6,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range,Projects 127.1 PPR points vs 161.7 in 2025 (-34.6). Usage: Regular WR target volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.1 projected games at 9.6 PPR/game. Reasonable model range: 51-203 PPR.
00-0036972,Mac Jones,QB,SF,SF,11,27,4,15,130.04,11.8218181818,0,0,36,0.456067809968,126.611017745,7.19759604491,10.7204593575,-3.42898225537,Similar to 2025,44.0438357087,209.178199781,64.5056109656,25.8616792489,110,29,0.784158415842,0.548387096774,Starter/Flex,QB production profile,Low,Low,Stable Option,45.7,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 126.6 PPR points vs 130.0 in 2025 (-3.4). Usage: QB production profile. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 7.2 projected games at 10.7 PPR/game. Reasonable model range: 44-209 PPR.
00-0034383,Dalton Schultz,TE,HOU,HOU,17,29,7,137,177.7,10.4529411765,106,82,0,1.93565621944,125.742350791,13.0711014646,8.08619929643,-51.9576492093,Projected regression,49.3130435503,202.171658031,59.7103962816,8.55476660344,111,14,0.782178217822,0.881818181818,Strong Starter,High-volume receiving TE,Low,Medium,Slump Watch,71,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range,Projects 125.7 PPR points vs 177.7 in 2025 (-52.0). Usage: High-volume receiving TE. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.1 projected games at 8.1 PPR/game. Reasonable model range: 49-202 PPR.
00-0035228,Kyler Murray,QB,ARI,ARI,5,28,6,1,77.78,15.556,0,0,29,-0.103831863612,125.67117988,7.4198626536,15.1166425601,47.8911798805,Projected increase,44.7640440184,206.578315743,63.2086998923,22.4319493045,112,30,0.780198019802,0.532258064516,Starter/Flex,QB production profile,High,Low,Breakout Target,36.2,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,small 2025 sample; wide projection range,Projects 125.7 PPR points vs 77.8 in 2025 (+47.9). Usage: QB production profile. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 7.4 projected games at 15.1 PPR/game. Reasonable model range: 45-207 PPR.
00-0036040,Juwan Johnson,TE,NO,NO,17,29,5,,179.9,10.5823529412,102,77,0,1.83204194889,125.421896222,14.0959526414,7.61645666968,-54.4781037779,Projected regression,47.7291848797,203.114607565,60.6974307363,13.8575144061,113,15,0.778217821782,0.872727272727,Strong Starter,High-volume receiving TE,Low,Medium,Slump Watch,62.4,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 125.4 PPR points vs 179.9 in 2025 (-54.5). Usage: High-volume receiving TE. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.1 projected games at 7.6 PPR/game. Reasonable model range: 48-203 PPR.
00-0040735,Luther Burden III,WR,CHI,CHI,15,22,0,39,127.9,8.52666666667,60,47,6,1.14858244997,125.382456585,13.1527665603,9.6299596653,-2.51754341468,Similar to 2025,49.427938614,201.336974557,59.3394671651,5.38748280461,114,43,0.776237623762,0.796116504854,Strong Starter,Moderate WR receiving role,Medium,Low,Upside Watch,52.7,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,balanced fantasy profile,Projects 125.4 PPR points vs 127.9 in 2025 (-2.5). Usage: Moderate WR receiving role. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.2 projected games at 9.6 PPR/game. Reasonable model range: 49-201 PPR.
00-0030279,Keenan Allen,WR,LAC,LAC,17,33,12,76,182.7,10.7470588235,122,81,0,1.28430308121,125.005785197,12.8315116256,8.6726370551,-57.6942148033,Projected regression,48.0595699591,201.952000434,60.1142306543,11.02602987,115,44,0.774257425743,0.791262135922,Strong Starter,Alpha WR target volume,Low,Medium,Slump Watch,65.4,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 125.0 PPR points vs 182.7 in 2025 (-57.7). Usage: Alpha WR target volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 12.8 projected games at 8.7 PPR/game. Reasonable model range: 48-202 PPR.
00-0035685,David Montgomery,RB,DET,DET,17,28,6,73,166.92,9.81882352941,29,24,158,0.588922834831,123.752842809,13.1161024417,9.16240447777,-43.1671571911,Projected regression,47.8342316447,199.671453973,59.311414972,5.06917680813,116,27,0.772277227723,0.795275590551,Strong Starter,Rush-volume RB,Low,Medium,Slump Watch,82.9,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range,Projects 123.8 PPR points vs 166.9 in 2025 (-43.2). Usage: Rush-volume RB. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.1 projected games at 9.2 PPR/game. Reasonable model range: 48-200 PPR.
00-0039793,AJ Barner,TE,SEA,SEA,17,23,1,121,147.3,8.66470588235,68,52,10,1.82923786204,123.705640059,14.0570609257,7.36085319945,-23.5943599406,Similar to 2025,47.0078147542,200.403465365,59.9201760196,9.9136321173,117,16,0.770297029703,0.863636363636,Strong Starter,Regular receiving TE,Medium,Low,Upside Watch,49.6,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 123.7 PPR points vs 147.3 in 2025 (-23.6). Usage: Regular receiving TE. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.1 projected games at 7.4 PPR/game. Reasonable model range: 47-200 PPR.
00-0038997,Josh Downs,WR,IND,IND,16,24,2,79,138.4,8.65,88,58,2,-0.18735580705,122.747234026,12.2016738816,8.38720891029,-15.6527659744,Similar to 2025,46.2381425718,199.256325479,59.7727276982,8.97950911901,118,45,0.768316831683,0.78640776699,Strong Starter,Regular WR target volume,Medium,Low,Upside Watch,55.3,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 122.7 PPR points vs 138.4 in 2025 (-15.7). Usage: Regular WR target volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 12.2 projected games at 8.4 PPR/game. Reasonable model range: 46-199 PPR.
00-0037256,Rachaad White,RB,TB,TB,17,26,3,91,143,8.41176470588,45,40,132,1.10696613466,122.285232705,14.657337018,9.29943040831,-20.7147672949,Similar to 2025,44.6325858104,199.9378796,60.6661303865,13.7197661645,119,28,0.766336633663,0.787401574803,Strong Starter,Receiving-heavy RB,Low,Low,Stable Option,56.2,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 122.3 PPR points vs 143.0 in 2025 (-20.7). Usage: Receiving-heavy RB. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.7 projected games at 9.3 PPR/game. Reasonable model range: 45-200 PPR.
00-0039868,Troy Franklin,WR,DEN,DEN,17,22,1,102,177.1,10.4176470588,104,65,5,-0.138025313702,122.069041353,11.8505938973,10.0351028854,-55.0309586469,Projected regression,46.2190101517,197.919072555,59.2578368761,4.39816311306,120,46,0.764356435644,0.781553398058,Strong Starter,Regular WR target volume,Medium,Medium,Upside Watch,67.3,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,balanced fantasy profile,Projects 122.1 PPR points vs 177.1 in 2025 (-55.0). Usage: Regular WR target volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 11.9 projected games at 10.0 PPR/game. Reasonable model range: 46-198 PPR.
00-0038933,Dalton Kincaid,TE,BUF,BUF,12,26,2,25,126.1,10.5083333333,49,39,0,2.12028045261,120.030524414,10.0780989486,9.83580851931,-6.06947558583,Similar to 2025,43.2847451056,196.776303723,59.9576400848,10.1376137269,121,17,0.762376237624,0.854545454545,Strong Starter,Limited TE receiving volume,Low,Low,Stable Option,46.2,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 120.0 PPR points vs 126.1 in 2025 (-6.1). Usage: Limited TE receiving volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 10.1 projected games at 9.8 PPR/game. Reasonable model range: 43-197 PPR.
00-0037740,Garrett Wilson,WR,NYJ,NYJ,7,25,3,10,99.5,14.2142857143,59,36,0,-0.67470218778,119.154577962,13.3296546061,10.7836902874,19.654577962,Similar to 2025,39.3618616693,198.947294255,62.3380596036,19.8465685366,122,47,0.760396039604,0.776699029126,Strong Starter,Limited WR volume,Medium,Low,Upside Watch,34.7,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,small 2025 sample; wide projection range,Projects 119.2 PPR points vs 99.5 in 2025 (+19.7). Usage: Limited WR volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.3 projected games at 10.8 PPR/game. Reasonable model range: 39-199 PPR.
00-0039384,Tyrone Tracy Jr.,RB,NYG,NYG,15,26,1,166,160.8,10.72,48,36,176,-0.460650717161,118.860334707,10.0728332361,8.96678459357,-41.9396652934,Projected regression,41.604635631,196.116033782,60.3560149028,12.2760393646,123,29,0.758415841584,0.779527559055,Strong Starter,Rush-volume RB,Low,Medium,Slump Watch,41.8,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 118.9 PPR points vs 160.8 in 2025 (-41.9). Usage: Rush-volume RB. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 10.1 projected games at 9.0 PPR/game. Reasonable model range: 42-196 PPR.
00-0035261,Tony Pollard,RB,TEN,TEN,17,28,6,128,185.8,10.9294117647,41,33,242,-2.49034489408,118.729867934,12.9024247948,9.79967149794,-67.0701320665,Projected regression,42.3161160606,195.143619806,59.6982436507,8.46952788028,124,30,0.756435643564,0.771653543307,Strong Starter,Rush-volume RB,Low,Medium,Slump Watch,71.6,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range,Projects 118.7 PPR points vs 185.8 in 2025 (-67.1). Usage: Rush-volume RB. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 12.9 projected games at 9.8 PPR/game. Reasonable model range: 42-195 PPR.
00-0040715,Cam Skattebo,RB,NYG,NYG,8,23,0,105,127.7,15.9625,32,24,101,-0.375533212471,116.67820478,10.8250222914,13.1421377647,-11.0217952204,Similar to 2025,38.1457623713,195.210647188,61.3534706315,16.4954832017,125,31,0.754455445545,0.763779527559,Strong Starter,Limited RB usage,Medium,Low,Upside Watch,19.9,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 116.7 PPR points vs 127.7 in 2025 (-11.0). Usage: Limited RB usage. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 10.8 projected games at 13.1 PPR/game. Reasonable model range: 38-195 PPR.
00-0035659,Terry McLaurin,WR,WAS,WAS,10,30,6,76,114.2,11.42,60,38,0,1.11636195594,116.04908749,10.9451578026,10.0377390968,1.84908749008,Similar to 2025,39.7524667218,192.345708258,59.6067349752,7.79842688867,126,48,0.752475247525,0.771844660194,Strong Starter,Limited WR volume,Low,Low,Stable Option,60.8,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,balanced fantasy profile,Projects 116.0 PPR points vs 114.2 in 2025 (+1.8). Usage: Limited WR volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 10.9 projected games at 10.0 PPR/game. Reasonable model range: 40-192 PPR.
00-0036158,J.K. Dobbins,RB,DEN,DEN,10,27,5,55,115.9,11.59,14,11,153,0.302904611578,115.438702798,9.87894369556,9.40881018505,-0.461297202042,Similar to 2025,37.0325049954,193.844900601,61.2548420332,16.124772248,127,32,0.750495049505,0.755905511811,Strong Starter,Rush-volume RB,Low,Low,Volatile Depth,42.4,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 115.4 PPR points vs 115.9 in 2025 (-0.5). Usage: Rush-volume RB. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 9.9 projected games at 9.4 PPR/game. Reasonable model range: 37-194 PPR.
00-0039923,J.J. McCarthy,QB,MIN,MIN,10,22,1,10,125.38,12.538,0,0,37,-1.18383492469,115.423065317,8.6213370904,14.2892891251,-9.95693468312,Similar to 2025,39.448697242,191.397433392,59.3549750585,5.55568823199,128,31,0.748514851485,0.516129032258,Starter/Flex,QB production profile,Low,Low,Volatile Depth,43.2,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,balanced fantasy profile,Projects 115.4 PPR points vs 125.4 in 2025 (-10.0). Usage: QB production profile. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 8.6 projected games at 14.3 PPR/game. Reasonable model range: 39-191 PPR.
00-0039917,Michael Penix Jr.,QB,ATL,ATL,9,25,1,8,120.28,13.3644444444,0,0,21,-0.0576451453927,114.303440602,6.9166155574,10.8397709388,-5.97655939814,Similar to 2025,34.2927742488,194.314106955,62.5083330883,20.3750905032,129,32,0.746534653465,0.5,Starter/Flex,QB production profile,Low,Low,Volatile Depth,25.3,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 114.3 PPR points vs 120.3 in 2025 (-6.0). Usage: QB production profile. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 6.9 projected games at 10.8 PPR/game. Reasonable model range: 34-194 PPR.
00-0030565,Geno Smith,QB,LV,LV,15,35,12,39,173.9,11.5933333333,0,0,41,-1.6999521973,113.048950526,7.83215556542,11.7297404148,-60.8510494745,Projected regression,36.2886856717,189.809215379,59.9689569171,10.2043324746,130,33,0.744554455446,0.483870967742,Depth/Volatile,QB production profile,Low,Medium,Slump Watch,63.9,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 113.0 PPR points vs 173.9 in 2025 (-60.9). Usage: QB production profile. Tier: Depth/Volatile. Model: Elastic Net Total-PPR Model. Two-stage context: 7.8 projected games at 11.7 PPR/game. Reasonable model range: 36-190 PPR.
00-0040236,Kyle Monangai,RB,CHI,CHI,17,23,0,233,146.7,8.62941176471,30,18,169,0.0643828188764,112.436098392,11.0016686881,11.1089023152,-34.263901608,Projected regression,30.901658043,193.970538741,63.6987815227,23.7778757463,131,33,0.742574257426,0.748031496063,Starter/Flex,Rush-volume RB,Low,Low,Volatile Depth,31.7,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 112.4 PPR points vs 146.7 in 2025 (-34.3). Usage: Rush-volume RB. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 11.0 projected games at 11.1 PPR/game. Reasonable model range: 31-194 PPR.
00-0032268,Marcus Mariota,QB,WAS,WAS,10,32,10,2,125.5,12.55,0,0,50,-0.236432991714,112.202847654,6.15288864837,10.5654153569,-13.2971523455,Similar to 2025,27.6794226944,196.726272615,66.0339257501,29.4674728726,132,34,0.740594059406,0.467741935484,Depth/Volatile,QB production profile,Low,Low,Volatile Depth,43.4,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 112.2 PPR points vs 125.5 in 2025 (-13.3). Usage: QB production profile. Tier: Depth/Volatile. Model: Elastic Net Total-PPR Model. Two-stage context: 6.2 projected games at 10.6 PPR/game. Reasonable model range: 28-197 PPR.
00-0040583,Woody Marks,RB,HOU,HOU,16,25,0,116,145.1,9.06875,36,24,196,-1.50240644025,111.304954464,10.4530746595,6.81192637777,-33.7950455361,Projected regression,32.7466435709,189.863265357,61.3736803852,16.570493401,133,34,0.738613861386,0.740157480315,Starter/Flex,Rush-volume RB,Low,Low,Volatile Depth,33.9,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 111.3 PPR points vs 145.1 in 2025 (-33.8). Usage: Rush-volume RB. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 10.5 projected games at 6.8 PPR/game. Reasonable model range: 33-190 PPR.
00-0040189,Oronde Gadsden II,TE,LAC,LAC,15,22,0,165,131.4,8.76,69,49,0,0.539981301262,111.276281203,12.5317110444,9.06875590539,-20.123718797,Similar to 2025,34.514786201,188.037776205,59.9699179703,10.2099788883,134,18,0.736633663366,0.845454545455,Strong Starter,Regular receiving TE,Medium,Low,Upside Watch,38.8,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 111.3 PPR points vs 131.4 in 2025 (-20.1). Usage: Regular receiving TE. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 12.5 projected games at 9.1 PPR/game. Reasonable model range: 35-188 PPR.
00-0040130,Jayden Higgins,WR,HOU,HOU,17,23,0,34,129.5,7.61764705882,68,41,0,0.322278644428,110.8168342,14.0046212158,8.5236406962,-18.6831658002,Similar to 2025,34.1281675548,187.505500845,59.9130208164,9.8702923399,135,49,0.734653465347,0.766990291262,Strong Starter,Limited WR volume,Medium,Low,Upside Watch,43.5,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,wide projection range,Projects 110.8 PPR points vs 129.5 in 2025 (-18.7). Usage: Limited WR volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.0 projected games at 8.5 PPR/game. Reasonable model range: 34-188 PPR.
