player_id,player_display_name,position,primary_team_2025,teams_2025,games_played_2025,age_2025,years_exp_2025,draft_number,fantasy_points_ppr_2025,fantasy_points_ppr_per_game_2025,targets_2025,receptions_2025,carries_2025,value_score,predicted_2026_fantasy_points_ppr,predicted_2026_games_played,predicted_2026_ppr_per_game,projection_change_from_2025,projection_change_label,prediction_interval_low,prediction_interval_high,prediction_uncertainty,model_disagreement,fantasy_overall_rank,fantasy_position_rank,predicted_2026_overall_percentile,predicted_2026_position_percentile,fantasy_projection_tier,usage_profile,breakout_potential,slump_potential,draft_board_bucket,confidence_score,confidence_level,selected_model,selected_model_label,model_selection_reason,fantasy_note,fantasy_explanation,predicted_p_plays_meaningfully,is_rookie_projection
00-0039075,Puka Nacua,WR,LA,LA,16,24,2,177,375,23.4375,166,129,10,6.05717567075,309.359435176,14.7554354045,18.6847413218,-65.6405648237,Projected regression,229.35605925,389.362811102,62.5026374421,20.3576102415,1,1,1,1,Elite Fantasy Profile,Alpha WR target volume,Low,High,Regression Watch,43.1,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 309.4 PPR points vs 375.0 in 2025 (-65.6). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.8 projected games at 18.7 PPR/game. Reasonable model range: 229-389 PPR.,,False
00-0039851,Drake Maye,QB,NE,NE,17,23,1,3,351.96,20.7035294118,1,1,103,3.04598275684,304.494317125,12.991635517,20.8735496978,-47.465682875,Projected regression,223.780563671,385.208070579,63.057619886,22.0026369606,2,1,0.998269896194,1,Elite Fantasy Profile,QB with meaningful rushing volume,Low,Medium,Elite Upside,38.3,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 304.5 PPR points vs 352.0 in 2025 (-47.5). Usage: QB with meaningful rushing volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.0 projected games at 20.9 PPR/game. Reasonable model range: 224-385 PPR.,,False
00-0038543,Jaxon Smith-Njigba,WR,SEA,SEA,17,23,2,20,359.9,21.1705882353,163,119,7,4.23976047752,300.227798481,14.5577928932,18.5242770218,-59.6722015192,Projected regression,215.709639027,384.745957935,66.0298120734,29.4582533424,3,2,0.996539792388,0.995850622407,Elite Fantasy Profile,Alpha WR target volume,Low,Medium,Elite Upside,43.4,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 300.2 PPR points vs 359.9 in 2025 (-59.7). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.6 projected games at 18.5 PPR/game. Reasonable model range: 216-385 PPR.,,False
00-0038542,Bijan Robinson,RB,ATL,ATL,17,23,2,8,370.8,21.8117647059,103,79,287,1.59509738703,299.125182964,12.7857124924,19.7198985704,-71.6748170356,Projected regression,205.200885687,393.049480242,73.3783572483,43.4998381606,4,1,0.994809688581,1,Elite Fantasy Profile,Three-down RB usage,Low,High,Regression Watch,42.7,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 299.1 PPR points vs 370.8 in 2025 (-71.7). Usage: Three-down RB usage. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 12.8 projected games at 19.7 PPR/game. Reasonable model range: 205-393 PPR.,,False
00-0034857,Josh Allen,QB,BUF,BUF,16,29,7,7,364.62,22.78875,0,0,112,1.79268545415,297.48066347,15.4721685223,21.6919887696,-67.1393365297,Projected regression,217.495979488,377.465347452,62.488034361,20.3127311269,5,2,0.993079584775,0.985294117647,Elite Fantasy Profile,QB with meaningful rushing volume,Low,High,Regression Watch,55.7,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 297.5 PPR points vs 364.6 in 2025 (-67.1). Usage: QB with meaningful rushing volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 15.5 projected games at 21.7 PPR/game. Reasonable model range: 217-377 PPR.,,False
00-0036900,Ja'Marr Chase,WR,CIN,CIN,16,25,4,5,313.6,19.6,185,125,3,1.63291958898,282.231383012,14.1319711446,17.2337080143,-31.3686169879,Projected regression,198.95503244,365.507733584,65.0596488846,27.2141602943,6,3,0.991349480969,0.991701244813,Elite Fantasy Profile,Alpha WR target volume,Low,Medium,Core Starter,54.2,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 282.2 PPR points vs 313.6 in 2025 (-31.4). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.1 projected games at 17.2 PPR/game. Reasonable model range: 199-366 PPR.,,False
00-0039139,Jahmyr Gibbs,RB,DET,DET,17,23,2,12,366.9,21.5823529412,94,77,243,1.65897382551,280.738719951,12.5325656253,17.685424924,-86.1612800486,Projected regression,195.661848947,365.815590956,66.4663054722,30.4240426416,7,2,0.989619377163,0.992805755396,Elite Fantasy Profile,Three-down RB usage,Low,High,Regression Watch,43.2,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 280.7 PPR points vs 366.9 in 2025 (-86.2). Usage: Three-down RB usage. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 12.5 projected games at 17.7 PPR/game. Reasonable model range: 196-366 PPR.,,False
00-0033280,Christian McCaffrey,RB,SF,SF,17,29,8,8,416.6,24.5058823529,129,102,311,1.90629848872,268.921501629,11.1666659361,15.9067194378,-147.678498371,Projected regression,168.394518085,369.448485172,78.5367058935,51.728780965,8,3,0.987889273356,0.985611510791,Elite Fantasy Profile,Three-down RB usage,Low,High,Regression Watch,55.1,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 268.9 PPR points vs 416.6 in 2025 (-147.7). Usage: Three-down RB usage. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 11.2 projected games at 15.9 PPR/game. Reasonable model range: 168-369 PPR.,,False
00-0036963,Amon-Ra St. Brown,WR,DET,DET,17,26,4,112,324,19.0588235294,172,117,3,2.40990660281,266.122110541,14.1530102122,16.8343769563,-57.8778894587,Projected regression,188.694482475,343.549738608,60.490334427,12.9202618636,9,4,0.98615916955,0.98755186722,Elite Fantasy Profile,Alpha WR target volume,Low,Medium,Core Starter,62,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 266.1 PPR points vs 324.0 in 2025 (-57.9). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.2 projected games at 16.8 PPR/game. Reasonable model range: 189-344 PPR.,,False
00-0039732,Bo Nix,QB,DEN,DEN,17,25,1,12,304.84,17.9317647059,1,0,83,1.06723649558,265.92210315,15.4511252472,19.1780562385,-38.9178968503,Projected regression,188.372723226,343.471483074,60.5854530657,13.3585078024,10,3,0.984429065744,0.970588235294,Elite Fantasy Profile,QB with meaningful rushing volume,Low,Medium,Elite Upside,42.9,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 265.9 PPR points vs 304.8 in 2025 (-38.9). Usage: QB with meaningful rushing volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 15.5 projected games at 19.2 PPR/game. Reasonable model range: 188-343 PPR.,,False
00-0039918,Caleb Williams,QB,CHI,CHI,17,24,1,1,318.18,18.7164705882,2,2,77,0.611112087055,258.363165619,13.435433884,18.5972423491,-59.8168343815,Projected regression,182.468765001,334.257566236,59.2925004827,4.84285257059,11,4,0.982698961938,0.955882352941,Elite Fantasy Profile,QB with meaningful rushing volume,Low,Medium,Core Starter,62.3,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production,Projects 258.4 PPR points vs 318.2 in 2025 (-59.8). Usage: QB with meaningful rushing volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.4 projected games at 18.6 PPR/game. Reasonable model range: 182-334 PPR.,,False
00-0039040,De'Von Achane,RB,MIA,MIA,16,24,2,84,322.8,20.175,85,67,238,0.696661605314,256.844610026,13.4056974295,18.0020876038,-65.9553899736,Projected regression,179.96110158,333.728118473,60.0652409736,10.7557324599,12,4,0.980968858131,0.978417266187,Elite Fantasy Profile,Three-down RB usage,Low,High,Regression Watch,51,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 256.8 PPR points vs 322.8 in 2025 (-66.0). Usage: Three-down RB usage. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.4 projected games at 18.0 PPR/game. Reasonable model range: 180-334 PPR.,,False
00-0037744,Trey McBride,TE,ARI,ARI,17,26,3,55,315.9,18.5823529412,169,126,0,4.42287966837,253.084877798,14.5004887162,15.5384408687,-62.8151222016,Projected regression,171.131309088,335.038446509,64.026225555,24.6416348149,13,1,0.979238754325,1,Elite Fantasy Profile,High-volume receiving TE,Low,High,Regression Watch,50.3,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 253.1 PPR points vs 315.9 in 2025 (-62.8). Usage: High-volume receiving TE. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.5 projected games at 15.5 PPR/game. Reasonable model range: 171-335 PPR.,,False
00-0033106,Jared Goff,QB,DET,DET,17,31,9,1,297.06,17.4741176471,0,0,19,1.45110858335,251.783700802,16.1917579714,16.5969033805,-45.2762991979,Projected regression,174.225684349,329.341717255,60.5922003541,13.389075819,14,5,0.977508650519,0.941176470588,Elite Fantasy Profile,QB production profile,Low,Medium,Core Starter,61.6,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 251.8 PPR points vs 297.1 in 2025 (-45.3). Usage: QB production profile. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 16.2 projected games at 16.6 PPR/game. Reasonable model range: 174-329 PPR.,,False
00-0033873,Patrick Mahomes,QB,KC,KC,14,30,8,10,285.68,20.4057142857,1,1,64,1.55276013114,245.743582943,13.9565838401,17.5697152695,-39.9364170573,Projected regression,169.647103462,321.840062424,59.4503745944,6.49612553375,15,6,0.975778546713,0.926470588235,Elite Fantasy Profile,QB production profile,Low,Medium,Core Starter,69.3,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range; high 2025 fantasy production,Projects 245.7 PPR points vs 285.7 in 2025 (-39.9). Usage: QB production profile. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.0 projected games at 17.6 PPR/game. Reasonable model range: 170-322 PPR.,,False
00-0036389,Jalen Hurts,QB,PHI,PHI,16,27,5,53,301.06,18.81625,0,0,105,0.67501714551,243.864694507,14.79706461,18.2554252197,-57.1953054934,Projected regression,165.848120956,321.881268057,60.9504480864,14.9268124349,16,7,0.974048442907,0.911764705882,Elite Fantasy Profile,QB with meaningful rushing volume,Low,Medium,Core Starter,59.2,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 243.9 PPR points vs 301.1 in 2025 (-57.2). Usage: QB with meaningful rushing volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.8 projected games at 18.3 PPR/game. Reasonable model range: 166-322 PPR.,,False
00-0036223,Jonathan Taylor,RB,IND,IND,17,26,5,41,362.3,21.3117647059,55,46,323,2.76212259159,243.580348629,12.7515878277,21.3903531568,-118.719651371,Projected regression,165.638633407,321.522063851,60.8919650175,14.6861843656,17,5,0.9723183391,0.971223021583,Elite Fantasy Profile,Three-down RB usage,Low,High,Regression Watch,61.1,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 243.6 PPR points vs 362.3 in 2025 (-118.7). Usage: Three-down RB usage. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 12.8 projected games at 21.4 PPR/game. Reasonable model range: 166-322 PPR.,,False
00-0026498,Matthew Stafford,QB,LA,LA,17,37,16,1,350.38,20.6105882353,0,0,29,1.95380387721,241.307264225,13.200129961,16.9609128063,-109.072735775,Projected regression,162.916385424,319.698143026,61.2428740631,16.0792484602,18,8,0.970588235294,0.897058823529,Strong Starter,QB production profile,Low,High,Regression Watch,60,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 241.3 PPR points vs 350.4 in 2025 (-109.1). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.2 projected games at 17.0 PPR/game. Reasonable model range: 163-320 PPR.,,False
00-0036971,Trevor Lawrence,QB,JAX,JAX,17,26,4,1,338.18,19.8929411765,0,0,82,0.924746100982,240.532937209,11.3085053848,17.8399342193,-97.6470627909,Projected regression,160.98848706,320.077387359,62.1441016794,19.2286760092,19,9,0.968858131488,0.882352941176,Strong Starter,QB with meaningful rushing volume,Low,High,Regression Watch,57.8,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 240.5 PPR points vs 338.2 in 2025 (-97.6). Usage: QB with meaningful rushing volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 11.3 projected games at 17.8 PPR/game. Reasonable model range: 161-320 PPR.,,False
00-0036355,Justin Herbert,QB,LAC,LAC,16,27,5,6,286.88,17.93,0,0,83,0.316009327828,240.459338463,14.142582926,17.5512830336,-46.420661537,Projected regression,164.724463041,316.194213885,59.1678714234,2.94781551474,20,10,0.967128027682,0.867647058824,Strong Starter,QB with meaningful rushing volume,Low,Medium,Slump Watch,87.7,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range; high 2025 fantasy production,Projects 240.5 PPR points vs 286.9 in 2025 (-46.4). Usage: QB with meaningful rushing volume. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.1 projected games at 17.6 PPR/game. Reasonable model range: 165-316 PPR.,,False
00-0037247,George Pickens,WR,DAL,DAL,17,24,3,52,291.9,17.1705882353,137,93,0,4.13508291966,240.144393896,14.7534853298,15.5739477906,-51.7556061039,Projected regression,163.336894961,316.951892832,60.0058585434,10.4190050901,21,5,0.965397923875,0.983402489627,Elite Fantasy Profile,Alpha WR target volume,Low,Medium,Core Starter,59.3,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 240.1 PPR points vs 291.9 in 2025 (-51.8). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.8 projected games at 15.6 PPR/game. Reasonable model range: 163-317 PPR.,,False
00-0037248,James Cook,RB,BUF,BUF,17,26,3,63,302.2,17.7764705882,40,33,309,1.58765251864,239.723405454,12.8844448831,16.4642441635,-62.476594546,Projected regression,160.715901611,318.730909297,61.7246123774,17.8263956163,22,6,0.963667820069,0.964028776978,Elite Fantasy Profile,Rush-volume RB,Low,High,Regression Watch,52.6,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 239.7 PPR points vs 302.2 in 2025 (-62.5). Usage: Rush-volume RB. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 12.9 projected games at 16.5 PPR/game. Reasonable model range: 161-319 PPR.,,False
00-0036264,Jordan Love,QB,GB,GB,15,27,5,26,235.14,15.676,0,0,47,2.03571036532,237.769125876,14.2825881297,14.4251370653,2.62912587605,Similar to 2025,151.071150569,324.467101183,67.7327932088,33.099605487,23,11,0.961937716263,0.852941176471,Strong Starter,QB production profile,Low,Low,Stable Option,52.1,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 237.8 PPR points vs 235.1 in 2025 (+2.6). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.3 projected games at 14.4 PPR/game. Reasonable model range: 151-324 PPR.,,False
00-0034855,Baker Mayfield,QB,TB,TB,17,30,7,1,271.92,15.9952941176,0,0,55,0.398990037273,234.237715682,14.5279425921,15.3422541276,-37.6822843182,Projected regression,147.24558838,321.229842983,67.9625994542,33.567358134,24,12,0.960207612457,0.838235294118,Strong Starter,QB production profile,Low,Medium,Slump Watch,55.5,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 234.2 PPR points vs 271.9 in 2025 (-37.7). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.5 projected games at 15.3 PPR/game. Reasonable model range: 147-321 PPR.,,False
00-0034796,Lamar Jackson,QB,BAL,BAL,13,28,7,32,214.86,16.5276923077,0,0,67,0.443745711171,227.064343853,13.529846639,18.1350318853,12.2043438528,Similar to 2025,150.30916556,303.819522145,59.9649830409,10.1809527367,25,13,0.958477508651,0.823529411765,Strong Starter,QB production profile,Low,Low,Stable Option,59,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 227.1 PPR points vs 214.9 in 2025 (+12.2). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.5 projected games at 18.1 PPR/game. Reasonable model range: 150-304 PPR.,,False
00-0033077,Dak Prescott,QB,DAL,DAL,17,32,9,135,313.78,18.4576470588,0,0,53,1.67480518463,217.892752545,13.4284943753,14.6183326227,-95.8872474549,Projected regression,140.895910131,294.889594959,60.1537831362,11.2396722874,26,14,0.956747404844,0.808823529412,Strong Starter,QB production profile,Low,High,Regression Watch,64.1,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 217.9 PPR points vs 313.8 in 2025 (-95.9). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.4 projected games at 14.6 PPR/game. Reasonable model range: 141-295 PPR.,,False
00-0034869,Sam Darnold,QB,SEA,SEA,17,28,7,3,235.42,13.8482352941,0,0,35,0.875647139678,214.579127875,14.4937452245,15.1467536219,-20.840872125,Similar to 2025,137.29668732,291.86156843,60.3769066835,12.3783467474,27,15,0.955017301038,0.794117647059,Strong Starter,QB production profile,Low,Low,Stable Option,62.6,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 214.6 PPR points vs 235.4 in 2025 (-20.8). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 14.5 projected games at 15.1 PPR/game. Reasonable model range: 137-292 PPR.,,False
00-0039163,C.J. Stroud,QB,HOU,HOU,14,24,2,2,208.54,14.8957142857,0,0,48,0.896417666046,214.214441231,13.6853392303,13.7072568572,5.67444123124,Similar to 2025,136.389562726,292.039319736,60.8006863319,14.3030089828,28,16,0.953287197232,0.779411764706,Strong Starter,QB production profile,Low,Low,Volatile Depth,43.4,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 214.2 PPR points vs 208.5 in 2025 (+5.7). Usage: QB production profile. Tier: Strong Starter. Model: Elastic Net Total-PPR Model. Two-stage context: 13.7 projected games at 13.7 PPR/game. Reasonable model range: 136-292 PPR.,,False
00-0039064,Zay Flowers,WR,BAL,BAL,17,25,2,22,243.3,14.3117647059,118,86,10,2.02389384888,205.654751869,14.4559069015,12.9680702455,-37.6452481309,Projected regression,127.296430806,284.013072932,61.2174383303,15.9820950836,29,6,0.951557093426,0.979253112033,Elite Fantasy Profile,Regular WR target volume,Low,Medium,Core Starter,47.7,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 205.7 PPR points vs 243.3 in 2025 (-37.6). Usage: Regular WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.5 projected games at 13.0 PPR/game. Reasonable model range: 127-284 PPR.,,False
00-0041027,Jeremiyah Love,RB,ARI,,0,,0,3,,,,,,,205.62866956,10.8143416758,19.0144417727,,Rookie — no 2025 comparison,148.30402008,263.585099387,45.0316716043,,30,7,0.949826989619,0.956834532374,Elite Fantasy Profile,Rookie RB — no NFL usage yet,Low,Low,Elite Upside,39.3,Low,rookie_bayes_hurdle,Bayesian Rookie Hurdle Model,"Rookie with no prior NFL data; projected from draft capital, age, physical profile, and incumbent context via a hierarchical Bayesian hurdle model (P(plays meaningfully) x PPR/game if he plays).","rookie season, no NFL track record",Rookie projection (3 overall pick): 205.6 PPR points in 2026. Modeled 100% chance of playing a meaningful role (4+ games). Two-stage context: 10.8 projected games at 19.0 PPR/game if he plays. Reasonable model range: 148-264 PPR. No 2025 NFL history to compare against.,0.999999600925,True
00-0036358,CeeDee Lamb,WR,DAL,DAL,13,26,5,17,200.9,15.4538461538,117,75,1,0.957098837705,203.882838937,13.5333223339,16.0622566625,2.98283893679,Similar to 2025,127.163281805,280.602396068,59.937154009,10.0157395246,31,7,0.948096885813,0.97510373444,Elite Fantasy Profile,Regular WR target volume,Low,Low,Core Starter,59.2,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 203.9 PPR points vs 200.9 in 2025 (+3.0). Usage: Regular WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.5 projected games at 16.1 PPR/game. Reasonable model range: 127-281 PPR.,,False
00-0032764,Derrick Henry,RB,BAL,BAL,17,31,9,45,279.5,16.4411764706,21,15,307,0.908327735285,198.854090777,13.455897901,14.713137371,-80.6459092234,Projected regression,123.04502507,274.663156484,59.2258325836,3.94358374555,32,8,0.946366782007,0.94964028777,Elite Fantasy Profile,Rush-volume RB,Low,High,Regression Watch,84.4,High,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,strong sample and tighter model range; high 2025 fantasy production,Projects 198.9 PPR points vs 279.5 in 2025 (-80.6). Usage: Rush-volume RB. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.5 projected games at 14.7 PPR/game. Reasonable model range: 123-275 PPR.,,False
00-0040691,Jaxson Dart,QB,NYG,NYG,14,22,0,25,241.58,17.2557142857,0,0,86,0.496273904211,196.168429252,14.8000269354,18.4821638334,-45.4115707475,Projected regression,104.024773908,288.312084597,71.9872307377,41.1097798196,33,17,0.944636678201,0.764705882353,Strong Starter,QB with meaningful rushing volume,Low,Medium,Slump Watch,25.1,Low,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 196.2 PPR points vs 241.6 in 2025 (-45.4). Usage: QB with meaningful rushing volume. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 14.8 projected games at 18.5 PPR/game. Reasonable model range: 104-288 PPR.,,False
00-0037840,Kyren Williams,RB,LA,LA,17,25,3,164,263.3,15.4882352941,50,36,259,1.52091812456,195.82680647,13.4886419092,14.2776332383,-67.4731935302,Projected regression,119.674987353,271.978625587,59.4936086853,6.88055825764,34,9,0.942906574394,0.942446043165,Elite Fantasy Profile,Rush-volume RB,Low,High,Regression Watch,66.7,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production,Projects 195.8 PPR points vs 263.3 in 2025 (-67.5). Usage: Rush-volume RB. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.5 projected games at 14.3 PPR/game. Reasonable model range: 120-272 PPR.,,False
00-0037239,Chris Olave,WR,NO,NO,16,25,3,11,268,16.75,156,100,1,1.25547529952,194.761200626,12.5135601911,13.8998420886,-73.2387993736,Projected regression,118.043481945,271.478919308,59.9357177199,10.007140757,35,8,0.941176470588,0.970954356846,Elite Fantasy Profile,Alpha WR target volume,Low,High,Regression Watch,58.4,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 194.8 PPR points vs 268.0 in 2025 (-73.2). Usage: Alpha WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 12.5 projected games at 13.9 PPR/game. Reasonable model range: 118-271 PPR.,,False
00-0037834,Brock Purdy,QB,SF,SF,9,26,3,262,177.38,19.7088888889,0,0,33,1.21068195653,194.27021907,10.4660915426,19.6243763802,16.8902190695,Similar to 2025,117.772668145,270.767769994,59.7637116597,8.91929587349,36,18,0.939446366782,0.75,Strong Starter,QB production profile,Low,Low,Stable Option,48.1,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,balanced fantasy profile,Projects 194.3 PPR points vs 177.4 in 2025 (+16.9). Usage: QB production profile. Tier: Starter/Flex. Model: Elastic Net Total-PPR Model. Two-stage context: 10.5 projected games at 19.6 PPR/game. Reasonable model range: 118-271 PPR.,,False
00-0037238,Drake London,WR,ATL,ATL,12,24,3,8,201.9,16.825,112,68,0,0.747225274327,194.157212615,14.5318111875,15.6484443642,-7.74278738479,Similar to 2025,115.792786909,272.521638321,61.2222075826,16.0003533967,37,9,0.937716262976,0.966804979253,Elite Fantasy Profile,Regular WR target volume,Low,Low,Core Starter,45.1,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 194.2 PPR points vs 201.9 in 2025 (-7.7). Usage: Regular WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 14.5 projected games at 15.6 PPR/game. Reasonable model range: 116-273 PPR.,,False
00-0037240,Jameson Williams,WR,DET,DET,17,24,3,12,219.9,12.9352941176,102,65,6,2.33421814186,193.391579199,13.6219227736,12.3055126428,-26.5084208006,Similar to 2025,116.351126552,270.432031847,60.187853631,11.4206099766,38,10,0.93598615917,0.96265560166,Elite Fantasy Profile,Regular WR target volume,Low,Low,Core Starter,57.5,Medium,elastic_net_total,Elastic Net Total-PPR Model,lowest_overall_rolling_rmse,high 2025 fantasy production; wide projection range,Projects 193.4 PPR points vs 219.9 in 2025 (-26.5). Usage: Regular WR target volume. Tier: Elite Fantasy Profile. Model: Elastic Net Total-PPR Model. Two-stage context: 13.6 projected games at 12.3 PPR/game. Reasonable model range: 116-270 PPR.,,False
